ENSMUSG00000103819	0	0	0
ENSMUSG00000102871	0	0	0
ENSMUSG00000101571	0	0	0
ENSMUSG00000104428	0	0	0
ENSMUSG00000102272	0	0	0
ENSMUSG00000065625	0	0	0
ENSMUSG00000103411	2	0	2
ENSMUSG00000061024	210	1	705
ENSMUSG00000102030	3	3	0
ENSMUSG00000025911	301	3	397
ENSMUSG00000081441	2	0	2
ENSMUSG00000067879	580	1	695
ENSMUSG00000099827	0	0	0
ENSMUSG00000057335	789	6	822
ENSMUSG00000103634	0	0	0
ENSMUSG00000104154	7	0	7
ENSMUSG00000065573	0	0	0
ENSMUSG00002076271	0	0	0
ENSMUSG00000025912	73	1	72
ENSMUSG00000045210	919	8	958
ENSMUSG00000041763	623	21	798
ENSMUSG00000026504	514	206	370
ENSMUSG00000103367	0	6	0
ENSMUSG00000103584	0	0	0
ENSMUSG00002076339	0	0	0
ENSMUSG00000102475	0	0	0
ENSMUSG00000047343	1	1	0
ENSMUSG00000102211	1	0	1
ENSMUSG00000090106	0	0	0
ENSMUSG00000103251	2	0	2
ENSMUSG00000091844	0	0	0
ENSMUSG00000026483	52	2	55
ENSMUSG00000082528	0	0	0
ENSMUSG00000082012	0	0	0
ENSMUSG00000101763	0	0	0
ENSMUSG00000098611	0	0	0
ENSMUSG00000100534	3	0	3
ENSMUSG00000102904	0	0	0
ENSMUSG00002076350	0	0	0
ENSMUSG00000019699	1117	43	1136
ENSMUSG00000104391	1	0	1
ENSMUSG00000102133	0	0	0
ENSMUSG00000102749	0	0	0
ENSMUSG00000103163	0	0	0
ENSMUSG00000103646	3	0	3
ENSMUSG00000102427	0	0	0
ENSMUSG00000063659	931	4	928
ENSMUSG00000026049	47	0	47
ENSMUSG00000103767	0	0	0
ENSMUSG00000043019	696	9	687
ENSMUSG00000101104	0	0	0
ENSMUSG00000015962	1	0	1
ENSMUSG00000032666	1046	2	1117
ENSMUSG00000084557	0	0	0
ENSMUSG00000100685	0	73	0
ENSMUSG00000102090	0	0	0
ENSMUSG00000103744	0	0	0
ENSMUSG00000015961	1840	23	1817
ENSMUSG00000089657	1	1	0
ENSMUSG00000102483	0	0	1
ENSMUSG00000014980	465	0	465
ENSMUSG00000026235	875	6	869
ENSMUSG00000099141	0	0	0
ENSMUSG00000032649	180	3	177
ENSMUSG00000101849	10	0	10
ENSMUSG00000101506	0	0	0
ENSMUSG00000065215	0	0	0
ENSMUSG00000026047	123	0	124
ENSMUSG00000080878	0	0	0
ENSMUSG00000091476	30	1	29
ENSMUSG00000104097	19	19	0
ENSMUSG00000119789	0	0	0
ENSMUSG00000102493	0	0	0
ENSMUSG00000004872	42	0	42
ENSMUSG00000118426	2	0	8
ENSMUSG00000041684	452	3	450
ENSMUSG00000032908	868	23	951
ENSMUSG00000099561	2	2	0
ENSMUSG00000102945	1	0	1
ENSMUSG00000026502	278	0	278
ENSMUSG00000103958	0	0	0
ENSMUSG00000104126	0	4	2
ENSMUSG00000026500	0	272	321
ENSMUSG00000026048	548	3	545
ENSMUSG00000046828	0	0	0
ENSMUSG00000089703	0	0	0
ENSMUSG00000100966	0	0	0
ENSMUSG00000101567	0	0	0
ENSMUSG00000026245	1652	102	1656
ENSMUSG00000101798	0	0	0
ENSMUSG00000104018	1	0	1
ENSMUSG00000090486	210	6	238
ENSMUSG00000026482	1072	2	1070
ENSMUSG00000086145	0	0	0
ENSMUSG00000080950	1	0	1
ENSMUSG00000099868	0	0	0
ENSMUSG00000055547	0	0	0
ENSMUSG00000012187	17	41	17
ENSMUSG00000008475	1370	11	1359
ENSMUSG00000100562	0	0	0
ENSMUSG00000056870	113	0	113
ENSMUSG00000102319	2	0	2
ENSMUSG00000089877	0	0	0
ENSMUSG00000101701	0	0	0
ENSMUSG00000103071	0	0	0
ENSMUSG00000100434	0	0	0
ENSMUSG00000100013	0	0	0
ENSMUSG00000101251	0	0	0
ENSMUSG00000101937	0	0	0
ENSMUSG00000039630	6435	333	6659
ENSMUSG00000104279	50	0	50
ENSMUSG00002075531	0	0	0
ENSMUSG00000064954	0	0	0
ENSMUSG00000026495	573	4	585
ENSMUSG00000032883	5247	19	5232
ENSMUSG00000026480	81	1	80
ENSMUSG00000026494	413	10	435
ENSMUSG00000064967	0	0	0
ENSMUSG00000102922	0	0	0
ENSMUSG00000025915	202	0	202
ENSMUSG00000079470	101	0	101
ENSMUSG00000099377	1	0	2
ENSMUSG00000099706	0	0	0
ENSMUSG00000047330	33	0	33
ENSMUSG00000101324	0	0	0
ENSMUSG00000072978	0	0	0
ENSMUSG00000046334	0	0	0
ENSMUSG00002075801	0	0	0
ENSMUSG00000050711	17777	142	17635
ENSMUSG00000099562	0	0	0
ENSMUSG00000077782	0	0	0
ENSMUSG00000055067	676	4	672
ENSMUSG00000054702	21	0	21
ENSMUSG00000096474	5	0	5
ENSMUSG00000102235	0	0	0
ENSMUSG00000026492	308	1	307
ENSMUSG00000082395	0	0	0
ENSMUSG00000038949	851	4	847
ENSMUSG00000026043	229	0	240
ENSMUSG00000046101	16	24	14
ENSMUSG00002074901	0	0	0
ENSMUSG00000093178	0	0	0
ENSMUSG00000099032	18	0	18
ENSMUSG00000104025	0	0	0
ENSMUSG00000038936	2975	3	2972
ENSMUSG00000042772	1062	1	1061
ENSMUSG00000100394	1	0	1
ENSMUSG00000103840	0	0	0
ENSMUSG00000087236	1	0	1
ENSMUSG00000100702	0	0	0
ENSMUSG00000026042	147	0	147
ENSMUSG00000104476	1	0	1
ENSMUSG00000073643	243	19	240
ENSMUSG00000104497	0	0	0
ENSMUSG00000025916	6	0	6
ENSMUSG00000087199	0	0	0
ENSMUSG00000026248	666	0	682
ENSMUSG00000119658	0	0	0
ENSMUSG00000026249	7775	15	7760
ENSMUSG00000042751	2506	10	2496
ENSMUSG00000067106	8	0	8
ENSMUSG00000099969	1	1	0
ENSMUSG00000100397	0	0	0
ENSMUSG00000099753	0	0	0
ENSMUSG00000118883	0	0	0
ENSMUSG00000102518	0	0	0
ENSMUSG00000043230	0	0	0
ENSMUSG00000103404	0	0	0
ENSMUSG00000026491	526	0	527
ENSMUSG00000025917	2017	1	2036
ENSMUSG00000104418	0	0	0
ENSMUSG00000026479	39	1	38
ENSMUSG00000004364	2139	12	2127
ENSMUSG00000103076	0	0	0
ENSMUSG00000103525	0	0	0
ENSMUSG00000090637	0	0	0
ENSMUSG00000026478	485	1	484
ENSMUSG00000110100	0	0	0
ENSMUSG00000103818	1	0	1
ENSMUSG00000079138	2	0	2
ENSMUSG00000042708	26	0	26
ENSMUSG00000064435	0	0	0
ENSMUSG00000103543	0	0	0
ENSMUSG00000041144	124	1	127
ENSMUSG00000119743	0	0	0
ENSMUSG00000042699	1966	5	1961
ENSMUSG00000101262	0	0	0
ENSMUSG00000042684	102	0	102
ENSMUSG00000099858	2	0	2
ENSMUSG00000101337	38	38	12
ENSMUSG00000025986	1256	5	1263
ENSMUSG00000100213	57	0	57
ENSMUSG00000103129	0	0	0
ENSMUSG00000100160	1	0	1
ENSMUSG00000101921	0	0	0
ENSMUSG00000101447	0	0	0
ENSMUSG00000081185	2	0	2
ENSMUSG00000103246	0	0	0
ENSMUSG00000098876	0	0	0
ENSMUSG00000100530	0	0	0
ENSMUSG00000104067	0	0	0
ENSMUSG00000100033	4	0	4
ENSMUSG00002075213	0	0	0
ENSMUSG00002076633	0	0	0
ENSMUSG00000101996	0	0	0
ENSMUSG00000096973	0	0	0
ENSMUSG00000064943	0	0	0
ENSMUSG00000100866	0	0	0
ENSMUSG00000101721	0	0	0
ENSMUSG00000099376	0	0	0
ENSMUSG00000097883	0	0	0
ENSMUSG00002076043	0	0	0
ENSMUSG00000099698	0	0	0
ENSMUSG00000056763	337	34	323
ENSMUSG00000099454	0	0	0
ENSMUSG00000051616	0	0	0
ENSMUSG00000099627	0	0	0
ENSMUSG00000099577	0	0	0
ENSMUSG00000099882	0	0	0
ENSMUSG00000101760	0	0	0
ENSMUSG00000102356	0	0	0
ENSMUSG00000099864	0	0	0
ENSMUSG00002075839	0	0	0
ENSMUSG00000100451	0	0	0
ENSMUSG00000099941	0	0	0
ENSMUSG00002075589	0	0	0
ENSMUSG00000100816	0	0	0
ENSMUSG00000042671	2498	16	2554
ENSMUSG00000100945	0	72	0
ENSMUSG00000102404	0	0	0
ENSMUSG00000026109	1664	25	1639
ENSMUSG00000026475	569	1	735
ENSMUSG00000100671	1	0	1
ENSMUSG00002075527	0	0	0
ENSMUSG00000101242	3	3	0
ENSMUSG00000099924	11	0	11
ENSMUSG00000099625	5	0	5
ENSMUSG00000045954	265	7	303
ENSMUSG00000099741	0	0	0
ENSMUSG00000066800	157	1	157
ENSMUSG00000067851	1268	8	1260
ENSMUSG00002076532	0	0	0
ENSMUSG00000102556	0	0	0
ENSMUSG00000038608	1080	9	1071
ENSMUSG00000042501	2	0	2
ENSMUSG00000103810	0	0	0
ENSMUSG00000083422	0	0	0
ENSMUSG00000119312	0	0	0
ENSMUSG00000042641	5	0	5
ENSMUSG00000081417	0	0	0
ENSMUSG00000103448	0	0	0
ENSMUSG00000103192	1	0	1
ENSMUSG00000104488	0	0	0
ENSMUSG00000100212	0	0	0
ENSMUSG00000102721	6	0	6
ENSMUSG00000100648	0	0	0
ENSMUSG00002076499	0	0	0
ENSMUSG00000099949	0	0	0
ENSMUSG00000099918	0	0	0
ENSMUSG00000026107	154	0	158
ENSMUSG00000103424	0	0	0
ENSMUSG00000104029	0	0	0
ENSMUSG00000101986	0	0	0
ENSMUSG00000087008	0	0	0
ENSMUSG00000066797	0	4	8
ENSMUSG00000048960	409	0	409
ENSMUSG00002076439	0	0	0
ENSMUSG00000100031	0	0	0
ENSMUSG00000077318	0	0	0
ENSMUSG00000101827	0	0	0
ENSMUSG00000103494	0	0	0
ENSMUSG00000067158	7	1	6
ENSMUSG00000079465	7	8	7
ENSMUSG00002075966	0	0	0
ENSMUSG00000101880	0	0	0
ENSMUSG00000101433	0	0	0
ENSMUSG00000056708	359	4	357
ENSMUSG00000026471	119	0	119
ENSMUSG00000057715	671	1	670
ENSMUSG00000026470	1359	5	1354
ENSMUSG00000103825	2	0	2
ENSMUSG00000099845	0	0	0
ENSMUSG00000103561	3	0	3
ENSMUSG00000101610	0	0	0
ENSMUSG00000104181	2	0	2
ENSMUSG00000118923	0	0	0
ENSMUSG00000098555	0	0	0
ENSMUSG00000097628	0	0	0
ENSMUSG00000098163	0	0	0
ENSMUSG00000033722	250	1	249
ENSMUSG00000103670	1	1	0
ENSMUSG00000026150	4381	10	4729
ENSMUSG00000101450	10	0	10
ENSMUSG00000026149	0	0	0
ENSMUSG00000114299	0	0	0
ENSMUSG00000099771	0	0	0
ENSMUSG00000102280	0	0	0
ENSMUSG00000100744	0	1	0
ENSMUSG00002074851	0	0	0
ENSMUSG00000026469	1538	9	1529
ENSMUSG00002076398	0	0	0
ENSMUSG00000018417	347	1	361
ENSMUSG00000101724	0	0	0
ENSMUSG00000100313	0	0	0
ENSMUSG00000100696	2	2	0
ENSMUSG00002075355	0	0	0
ENSMUSG00000072324	0	0	0
ENSMUSG00000026490	2703	31	3046
ENSMUSG00000033701	1167	2	1165
ENSMUSG00000102194	3	0	3
ENSMUSG00000103636	1	110	0
ENSMUSG00000026468	36	0	36
ENSMUSG00000103180	0	0	0
ENSMUSG00000062939	0	1	0
ENSMUSG00000101628	1	1	1
ENSMUSG00000078291	0	0	0
ENSMUSG00000033684	675	1	738
ENSMUSG00000102299	2	66	0
ENSMUSG00000102558	0	0	0
ENSMUSG00000016918	198	2	196
ENSMUSG00000033671	518	0	519
ENSMUSG00000103717	0	0	0
ENSMUSG00000103771	0	0	0
ENSMUSG00000026489	676	265	676
ENSMUSG00000025938	44	0	44
ENSMUSG00000026159	891	2	1005
ENSMUSG00000104518	0	0	0
ENSMUSG00000069620	0	0	0
ENSMUSG00000113880	3	0	3
ENSMUSG00000113973	0	0	0
ENSMUSG00000113846	0	0	0
ENSMUSG00000113084	0	0	0
ENSMUSG00000042414	0	0	0
ENSMUSG00000113925	0	0	0
ENSMUSG00000114011	0	0	0
ENSMUSG00000113097	0	0	0
ENSMUSG00000101784	0	0	0
ENSMUSG00000038496	59	0	59
ENSMUSG00000100432	0	0	0
ENSMUSG00000100190	0	0	0
ENSMUSG00000113267	0	0	0
ENSMUSG00000104423	0	0	0
ENSMUSG00000101315	0	0	0
ENSMUSG00000099691	0	0	0
ENSMUSG00000026166	0	0	0
ENSMUSG00000101173	0	0	0
ENSMUSG00000053161	5	0	5
ENSMUSG00000101896	0	0	0
ENSMUSG00002075005	0	0	0
ENSMUSG00000010609	350	7	463
ENSMUSG00000026163	1422	2	1982
ENSMUSG00000079140	0	0	0
ENSMUSG00000104374	0	0	0
ENSMUSG00000104219	0	0	0
ENSMUSG00000038855	2187	35	2190
ENSMUSG00002076780	0	0	0
ENSMUSG00000104388	1	0	1
ENSMUSG00000077736	0	0	0
ENSMUSG00000103123	0	0	0
ENSMUSG00000103772	1	0	1
ENSMUSG00000053963	587	0	598
ENSMUSG00000104210	3	0	3
ENSMUSG00000045658	837	2	835
ENSMUSG00000102750	0	0	0
ENSMUSG00000101934	0	0	0
ENSMUSG00000098851	0	0	0
ENSMUSG00000015484	120	1	119
ENSMUSG00000048402	76	1	75
ENSMUSG00000098273	0	0	0
ENSMUSG00000097408	2	0	2
ENSMUSG00000096939	0	0	0
ENSMUSG00000100767	0	0	0
ENSMUSG00000037035	135	0	143
ENSMUSG00000036766	4150	6	4180
ENSMUSG00000104396	3	0	3
ENSMUSG00000102481	3	0	3
ENSMUSG00000005886	676	0	676
ENSMUSG00000093254	0	36	0
ENSMUSG00000004451	404	0	404
ENSMUSG00000101437	0	0	0
ENSMUSG00000103506	0	0	0
ENSMUSG00000103495	0	0	0
ENSMUSG00002076346	0	0	0
ENSMUSG00000102639	0	0	0
ENSMUSG00000098923	316	2	344
ENSMUSG00000104170	2	0	2
ENSMUSG00000087782	0	0	0
ENSMUSG00000101731	4	0	4
ENSMUSG00000103085	1	0	1
ENSMUSG00000084505	0	0	0
ENSMUSG00000102664	0	0	0
ENSMUSG00000101171	0	0	0
ENSMUSG00000026496	1002	3	999
ENSMUSG00000025935	450	5	483
ENSMUSG00000025937	266	0	266
ENSMUSG00000102982	0	0	0
ENSMUSG00000067813	0	0	0
ENSMUSG00000077368	0	0	0
ENSMUSG00000097711	1	0	1
ENSMUSG00000102166	0	0	0
ENSMUSG00002075174	0	0	0
ENSMUSG00000104209	0	0	0
ENSMUSG00000026219	1270	13	1773
ENSMUSG00000103505	1	0	1
ENSMUSG00000104503	2	0	2
ENSMUSG00000073633	88	0	88
ENSMUSG00000026220	36	3	38
ENSMUSG00000118590	0	0	0
ENSMUSG00000099693	0	0	0
ENSMUSG00000026104	215	2	214
ENSMUSG00000026383	98	0	98
ENSMUSG00000099569	0	0	0
ENSMUSG00000102687	0	0	0
ENSMUSG00000060743	1978	13	3356
ENSMUSG00000084558	0	0	0
ENSMUSG00000038806	295	1	294
ENSMUSG00000052477	0	0	0
ENSMUSG00000103979	1	0	1
ENSMUSG00000064281	1	0	1
ENSMUSG00002076475	0	0	0
ENSMUSG00000118640	0	0	0
ENSMUSG00000101279	0	0	0
ENSMUSG00000066652	1	0	1
ENSMUSG00000025932	63	0	63
ENSMUSG00002075819	0	0	0
ENSMUSG00000102588	3	0	3
ENSMUSG00000089844	5	5	0
ENSMUSG00000073631	0	0	0
ENSMUSG00000026520	324	2	913
ENSMUSG00000025930	40	1	44
ENSMUSG00000103492	11	0	11
ENSMUSG00000081201	0	0	0
ENSMUSG00000038793	30	0	34
ENSMUSG00000082193	8	0	8
ENSMUSG00000090128	0	0	0
ENSMUSG00000026384	1080	5	1080
ENSMUSG00000091876	0	0	0
ENSMUSG00000103146	0	0	0
ENSMUSG00000100436	0	0	0
ENSMUSG00000090277	0	0	0
ENSMUSG00000100042	0	0	0
ENSMUSG00000036975	225	1	224
ENSMUSG00000032769	4	0	4
ENSMUSG00000088159	0	0	0
ENSMUSG00000073737	1	0	1
ENSMUSG00000092083	179	5	178
ENSMUSG00000102937	3	0	3
ENSMUSG00000104149	2	1	1
ENSMUSG00000088829	0	0	0
ENSMUSG00000026519	1302	1	1458
ENSMUSG00000085563	1	157	0
ENSMUSG00000103930	1	1	0
ENSMUSG00000036962	11	0	11
ENSMUSG00000092245	0	0	0
ENSMUSG00000026387	1	0	1
ENSMUSG00000038776	710	0	710
ENSMUSG00000050777	24	0	24
ENSMUSG00000103516	0	0	0
ENSMUSG00000102858	0	0	0
ENSMUSG00000038768	0	0	0
ENSMUSG00000104390	0	0	0
ENSMUSG00000026516	602	2	627
ENSMUSG00000103178	0	25	1
ENSMUSG00000062169	789	0	791
ENSMUSG00000026103	2283	11	2273
ENSMUSG00000099648	0	0	0
ENSMUSG00000065192	0	0	0
ENSMUSG00000002881	625	3	622
ENSMUSG00000100007	1	0	1
ENSMUSG00000058665	321	1	320
ENSMUSG00000101700	0	0	0
ENSMUSG00000104332	0	0	0
ENSMUSG00000043015	105	6	99
ENSMUSG00000103630	4	0	4
ENSMUSG00000038733	1439	12	1446
ENSMUSG00000003721	1012	1	1011
ENSMUSG00000104253	10	0	10
ENSMUSG00000054135	5	0	5
ENSMUSG00000081214	34	0	34
ENSMUSG00000103260	0	0	0
ENSMUSG00000041439	2110	27	2083
ENSMUSG00000100302	0	0	0
ENSMUSG00000100230	0	0	0
ENSMUSG00000026514	614	3	611
ENSMUSG00000102276	0	0	0
ENSMUSG00000089888	0	0	0
ENSMUSG00000089927	0	0	0
ENSMUSG00000026102	572	4	593
ENSMUSG00000041426	484	5	479
ENSMUSG00000089802	0	0	0
ENSMUSG00000026339	283	1	285
ENSMUSG00000085857	2	3	2
ENSMUSG00000083582	0	0	0
ENSMUSG00000050534	15	0	16
ENSMUSG00000081130	0	0	0
ENSMUSG00000043629	245	7	238
ENSMUSG00000026100	1	0	1
ENSMUSG00000001674	615	0	615
ENSMUSG00000102006	0	0	0
ENSMUSG00000102488	0	0	0
ENSMUSG00000083584	0	0	0
ENSMUSG00000100913	0	0	0
ENSMUSG00002076253	0	0	0
ENSMUSG00000099960	0	0	0
ENSMUSG00000089274	0	0	0
ENSMUSG00000103263	0	0	0
ENSMUSG00000089190	0	0	0
ENSMUSG00000099451	0	0	0
ENSMUSG00000104180	0	0	0
ENSMUSG00000100762	0	0	0
ENSMUSG00000100405	0	0	0
ENSMUSG00000100525	0	0	0
ENSMUSG00000101495	0	0	0
ENSMUSG00000036707	3724	11	3713
ENSMUSG00000026223	15943	25	15918
ENSMUSG00000026224	61	0	61
ENSMUSG00000099767	0	0	0
ENSMUSG00000049608	5	1	4
ENSMUSG00000036815	1747	18	1731
ENSMUSG00000102801	1	0	1
ENSMUSG00000102681	0	0	0
ENSMUSG00000077472	0	0	0
ENSMUSG00000104410	3	0	3
ENSMUSG00000102521	0	0	0
ENSMUSG00000104205	0	0	0
ENSMUSG00000102902	3	0	3
ENSMUSG00000101985	0	0	0
ENSMUSG00000101994	0	0	0
ENSMUSG00000102940	3	0	3
ENSMUSG00000103914	1	0	1
ENSMUSG00000065340	0	0	0
ENSMUSG00000101006	1	0	1
ENSMUSG00000102240	0	0	0
ENSMUSG00000025939	719	3	767
ENSMUSG00000102457	4	53	2
ENSMUSG00000096141	56	2	54
ENSMUSG00000026094	109	0	109
ENSMUSG00000102405	0	0	0
ENSMUSG00000026341	2630	10	2917
ENSMUSG00000079658	2061	6	2077
ENSMUSG00000100959	1	0	1
ENSMUSG00000026342	285	0	285
ENSMUSG00000025940	865	1	864
ENSMUSG00000101015	0	0	0
ENSMUSG00000026343	0	883	6
ENSMUSG00000025779	11	1	10
ENSMUSG00000100093	0	0	0
ENSMUSG00000091020	2	0	2
ENSMUSG00000026344	394	9	1274
ENSMUSG00000101640	0	4	0
ENSMUSG00000104133	0	0	0
ENSMUSG00000042686	82	2	84
ENSMUSG00000025777	2198	12	2186
ENSMUSG00000100272	0	0	0
ENSMUSG00000101589	1	0	1
ENSMUSG00000102048	0	0	0
ENSMUSG00000089534	0	0	0
ENSMUSG00000042807	419	8	421
ENSMUSG00000098443	0	0	0
ENSMUSG00000087949	0	0	0
ENSMUSG00000102868	1	0	1
ENSMUSG00000119657	0	0	0
ENSMUSG00000025776	64	5	69
ENSMUSG00000099895	3	0	3
ENSMUSG00000100554	0	0	0
ENSMUSG00000099473	0	0	0
ENSMUSG00000099591	0	23	0
ENSMUSG00000102001	0	0	0
ENSMUSG00000101717	0	0	0
ENSMUSG00000025983	4	0	4
ENSMUSG00000025774	0	0	0
ENSMUSG00000073735	0	0	0
ENSMUSG00000041303	678	7	671
ENSMUSG00000109809	1	0	1
ENSMUSG00000049690	46	1	45
ENSMUSG00000067773	0	0	0
ENSMUSG00000101685	0	0	0
ENSMUSG00000101306	0	0	0
ENSMUSG00000104519	2	0	2
ENSMUSG00000088800	0	0	0
ENSMUSG00000102723	0	0	0
ENSMUSG00000101644	0	0	0
ENSMUSG00000103824	0	0	0
ENSMUSG00000099433	0	0	0
ENSMUSG00000101385	0	0	0
ENSMUSG00000042596	133	4	146
ENSMUSG00000100720	0	0	0
ENSMUSG00000073678	510	7	503
ENSMUSG00000104136	2	0	3
ENSMUSG00000101130	0	0	0
ENSMUSG00000036155	1216	72	1268
ENSMUSG00000104039	1	0	1
ENSMUSG00000104378	0	0	0
ENSMUSG00000099471	18	0	18
ENSMUSG00000106307	0	0	0
ENSMUSG00002075922	0	0	0
ENSMUSG00000065687	0	0	0
ENSMUSG00000103390	1	0	1
ENSMUSG00000025927	349	1	364
ENSMUSG00000101117	0	0	0
ENSMUSG00000100204	0	0	0
ENSMUSG00002076883	0	0	0
ENSMUSG00000102597	0	0	0
ENSMUSG00000097260	0	0	0
ENSMUSG00000073482	2	0	2
ENSMUSG00000026347	1070	143	1051
ENSMUSG00000026348	2	15	0
ENSMUSG00000026510	1047	0	1047
ENSMUSG00000043760	0	0	0
ENSMUSG00000091806	0	0	0
ENSMUSG00000101853	0	0	0
ENSMUSG00000104095	0	0	0
ENSMUSG00000090142	0	0	0
ENSMUSG00000070175	0	0	0
ENSMUSG00000099906	2	0	2
ENSMUSG00000065559	0	0	0
ENSMUSG00000065480	0	0	0
ENSMUSG00000025929	0	0	0
ENSMUSG00000026349	820	5	831
ENSMUSG00000041872	0	0	0
ENSMUSG00000052331	177	2	184
ENSMUSG00000026234	7348	35	7612
ENSMUSG00000102503	0	0	0
ENSMUSG00000064837	0	0	0
ENSMUSG00002075552	0	0	0
ENSMUSG00000104627	0	0	0
ENSMUSG00000102642	0	0	0
ENSMUSG00002076827	0	0	0
ENSMUSG00000064823	0	0	0
ENSMUSG00000026509	1469	244	1866
ENSMUSG00000110510	1	1	0
ENSMUSG00000104415	94	0	94
ENSMUSG00000026237	14	0	14
ENSMUSG00000036574	0	0	0
ENSMUSG00000101328	0	0	0
ENSMUSG00000051590	33	1	32
ENSMUSG00000041859	74	0	74
ENSMUSG00000099714	0	0	0
ENSMUSG00000102121	1	0	1
ENSMUSG00000088858	0	0	0
ENSMUSG00000025982	3206	6	3242
ENSMUSG00000103030	0	0	0
ENSMUSG00000026238	9109	86	9027
ENSMUSG00000025931	4003	12	4038
ENSMUSG00000077314	0	0	0
ENSMUSG00000100929	6	0	6
ENSMUSG00000041809	36	0	38
ENSMUSG00000026239	1347	1	1346
ENSMUSG00000102927	0	0	0
ENSMUSG00000025981	280	1	337
ENSMUSG00000101122	5	0	5
ENSMUSG00000041779	28	8	21
ENSMUSG00000099971	1	0	1
ENSMUSG00000036104	1720	1	1827
ENSMUSG00000025933	540	1	539
ENSMUSG00000102633	1	0	1
ENSMUSG00000026240	349	1	348
ENSMUSG00002075077	0	0	0
ENSMUSG00000103609	1	0	1
ENSMUSG00000070565	593	7	592
ENSMUSG00000026241	89	0	89
ENSMUSG00000102326	1	0	1
ENSMUSG00000102391	0	0	0
ENSMUSG00000087632	2	0	2
ENSMUSG00000103808	1	0	1
ENSMUSG00000025980	5167	47	5155
ENSMUSG00000073676	2306	62	2279
ENSMUSG00000100736	0	0	0
ENSMUSG00000089670	0	0	0
ENSMUSG00000025934	33	0	33
ENSMUSG00000036086	64	10	93
ENSMUSG00000104164	1	0	1
ENSMUSG00000058603	51	0	51
ENSMUSG00000102782	0	0	0
ENSMUSG00000103999	0	0	0
ENSMUSG00000033488	270	0	270
